index,SMILES,PCE
178,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(Br)C(Br)=C6)C5=C(C#N)C#N)[Se]2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2[Se]C(/C=C2\C(=O)C4=C(C=C(Br)C(Br)=C4)C2=C(C#N)C#N)=C3)C=C1,11.92
179,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,16.5
180,CCCCCCCCC(CCCCCC)CN1C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(OCC(CC)CCCC)C3=C(C(OCC(CC)CCCC)=C1S2)C1=C(S3)C2=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)N1CC(CCCCCC)CCCCCCCC,16.66
181,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(C#N)C4=NSN=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(C#N)C3=NSN=C23)=C1,5.6
182,CCCCCCCCN1N=C2C(C=C(C#N)C#N)=CC=C(C3=CC4=C(C=C3)C3=C(C=C(C5=CC=C(C=C(C#N)C#N)C6=NN(CCCCCCCC)N=C56)C=C3)C43C4=C(C=CC=C4)C4=C3C=CC=C4)C2=N1,0.62
183,CCCCCCCCC1=C(/C=C2\C(=O)C3=CSC=C3C2=C(C#N)C#N)SC2=C1SC(C1=CC3=C(C=C1)C1=C(C4=C(S1)C(CCCCCCCC)=C(/C=C1\C(=O)C5=CSC=C5C1=C(C#N)C#N)S4)C3(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CC3=CC=C4C=C5C=CC(C)=CC5=CC4=C3)C=C1)=C2,8.35
184,CCCCCCCCC1=C(C2=C(F)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C4=C(CCCCCCCC)C(F)=C(C5=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S5)S4)S3)S2)SC(C2=C(CCCCCCCC)C(F)=C(C3=C(CCCCCCCC)C(F)=C(C=C(C#N)C#N)S3)S2)=C1F,1.7
185,CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)=C3C(=O)C2=C(CC(CC)CCCC)S1,6.58
186,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=C(Cl)C=C3)C2=C(C#N)C#N)=C1,8.12
187,CCCCCCCCCCCN1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3CC(CC)CCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CC(CC)CCCC)=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)N1CCCCCCCCCCC,12.91
188,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCCCCCOC2=CC=CC=C2)C2=C1C1=NSN=C1C1=C2N(CCCCCCOC2=CC=CC=C2)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,10.92
189,CCCCCCCCC1(CCCCCCCC)C2=NC3=C(N=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC(/C=C1\C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,6.19
190,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CSC=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=CSC=C4C3=C(C#N)C#N)=C2)C=C1,7.4
191,CCCCC(CC)CC1=CC=C(C(C2=CC=C(CC(CC)CCCC)S2)=C2C3=CC4=C(C=C3C3=C2C=C(C2=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C2)C%10=C95)C6=C87)S3)C(=C(C2=CC=C(CC(CC)CCCC)S2)C2=CC=C(CC(CC)CCCC)S2)C2C=C(C3=C5C6=CC=C7C(=O)N(CC(CC)CCCC)C(=O)C8=CC=C(C9=CC=C%10C(=O)N(CC(CC)CCCC)C(=O)C(=C3)C%10=C95)C6=C87)SC42)S1,1.5
192,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1C=C(C2=CC4=C(S2)C2=CC5=C(C=C2C4(CCCCCC)CCCCCC)C2SC(/C=C4\C(=O)C6=C(C=CC=C6)C4=C(C#N)C#N)=CC2C5(CCCCCC)CCCCCC)SC31,8.18
193,CCCCCCC(CCCC)CC1=C(C2=CC=C3C(=C2)N(CC(CCCC)CCCCCC)C(=O)/C3=C2/C(=O)N(CC(CCCC)CCCCCC)C3=C2C=CC(C2=C(CC(CCCC)CCCCCC)C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)=C3)SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,2.82
194,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC=C(/C=C6\SC(=C(C#N)C#N)N(CC)C6=O)C6=NSN=C56)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=CC=C(/C=C4\SC(=C(C#N)C#N)N(CCCC)C4=O)C4=NSN=C24)=C3)C=C1,7.33
195,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(F)C(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,7.32
196,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=CC(Cl)=C(Cl)C=C5C3=C(C#N)C#N)=C4)C3=C2C2=C(C=C(/C=C4\C(=O)C5=CC(Cl)=C(Cl)C=C5C4=C(C#N)C#N)S2)S3)C=C1,6.63
197,CCCCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C#CC2=CC=C3C(=O)N(CCCCCC)C(=O)C4=CC=CC2=C43)C1=O,2.35
198,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4/SC(=O)N(CC)C4=O)C4=NSN=C14)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3/SC(=O)N(CC)C3=O)C3=NSN=C23)=C1,6.08
199,CCCCCCCCN1N=C2C(C=C(C#N)C#N)=CC=C(C3=CC4=C(S3)C3=C(S4)C4=CC5=C(C=C4C3(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C4=C(C=C(C6=CC=C(C=C(C#N)C#N)C7=NN(CCCCCCCC)N=C67)S4)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,5.18
200,CCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC(C1=C(N(C3=CC=C(CCCC)C=C3)C3=CC=C(CCCC)C=C3)C3=C(S1)C(N(C1=CC=C(CCCC)C=C1)C1=CC=C(CCCC)C=C1)=C(C1=CC4=C(S1)C(CCCCCCCC)=C(/C=C1\C(=O)C5=C(C=C(F)C(F)=C5)C1=C(C#N)C#N)S4)S3)=C2,13.76
201,CCCCCCCCN1N=C2C(=N1)C(C1=CC3=C(S1)C1=CC4=C(C=C1C3(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)C1=C(C=C(C3=C(OC)C(OC)=C(/C=C5\SC(=S)N(CC)C5=O)C5=NN(CCCCCCCC)N=C53)S1)C4(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)=C(OC)C(OC)=C2/C=C1\SC(=O)N(CC)C1=O,3.55
202,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(OCCCCCC)=CC=C8)C9=CC=CC(OCCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=CC(C)=C%12)=C%12C/%11=C(C#N)\C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(OCCCCCC)=CC=C%14)C%15=CC=CC(OCCCCCC)=C%15)S4,11.6
203,CCCCCCCCCCCC1=C(C=C2C(=O)C3=C(C2=O)C(Cl)=C(Cl)C(Cl)=C3Cl)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,15.21
204,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)CC3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=CC(OC)=C(C=C(C#N)C#N)C=C5OC)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3C=C(C4=CC(OC)=C(C=C(C#N)C#N)C=C4OC)SC23)C=C1,5.75
205,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,17.06
206,O=C1N(C(CC)CC)C(C2=C(C1C=C3)C4=C3C(C=CC5C(N(C(CC)CC)C6=O)=O)=C(C5=C6C=C7)C7=C4C=C2C8=CC9=C%10C(C%11=C%12C=C%10)=C(C=CC%11C(N(C(CC)CC)C%12=O)=O)C%13=C9C(C%14C=C%13)=C8C(N(C(CC)CC)C%14=O)=O)=O,8.3
207,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)=C2)C2=C1C=CC1=C2C=CC2=C1C1=C(C=C(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)S1)C2(CCCCCC)CCCCCC,3.22
208,O=C1C2=C(C=C(F)C(F)=C2)C(/C1=C\C=C\C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C/C=C%11\C(C(C=C(F)C(F)=C%12)=C%12C%11=O)=C(C#N)/C#N)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)=C(C#N)\C#N,10.54
209,CCCCCCCCOC1=C2SC3=C(C2=C(CCCCCCCC)C2=C1C1=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C4=C(C#N)C#N)S2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1,13.2
210,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C%12=C(C)SC=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,12.54
211,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=C(C5(C7=CC=C(CCCCCC)S7)C8=CC=C(CCCCCC)S8)C=C(C9=C%10C(SC(/C=C%11C(C%12=CSC=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S9)C(C%10(C%14=CC=C(CCCCCC)S%14)C%15=CC=C(CCCCCC)S%15)=C6)S4,10.61
212,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C=C(C5=C(OCCCCCCCC)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(OCCCCCCCC)=C(C%12=CC%13=C(C=C(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)S%13)S%12)S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S4,10.21
213,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=CC3=C(C=C2C1(C1=CC(OCCCCCC)=CC=C1)C1=CC(OCCCCCC)=CC=C1)C1=C(C2=C(S1)C1=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S1)N2CCCCCCCC)C3(C1=CC=CC(OCCCCCC)=C1)C1=CC(OCCCCCC)=CC=C1,12.1
214,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)[Se]3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4[Se]C3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,12.33
215,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)OC3=C(SC4=C3SC3=C4OC(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C3SC(/C=C3\C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)=C4)C3=C2C=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,8.25
216,CCCCCCC1=CC=C(C2=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2C2=CC=C(CCCCCC)C=C2)C=C1,17.1
217,CCCCCCCCCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3C2=CC=C(C#CC3=CC=C(C4=C5C=CC=C6C(=O)N(CCCCCCCCCCCC)C(=O)C(=C65)C=C4)S3)S2)C1=O,1.68
218,O=C1N(CCCCCC)/C(S/C1=C/C2=CC=C(C3=CC4=C(C=C3)N(CC(CC)CCCC)C5=C4C=C(N(CC(CC)CCCC)C6=C7C=C(C8=CC=C(/C=C9S/C(N(CCCCCC)C/9=O)=C(C#N)\C#N)C%10=NSN=C8%10)C=C6)C7=C5)C%11=NSN=C2%11)=C(C#N)/C#N,9.76
219,CCCCCCC1=CC=C(CC2(CC3=CC=CC=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(CC2=CC=C(CCCCCC)C=C2)(CC2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,13.36
220,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(OC)C=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(OC)C=C4)C2=C(C#N)C#N)=C3)S1,10.7
221,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCC)CCCCCC)=C(C7=C6C=C(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S7)C=C5C4(CCCCCC)CCCCCC)S3,8.71
222,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=C3C(F)=C(C(=O)OCC(CC)CCCC)SC3=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S2)=C1,11
223,CCCCCCCCCCCOC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1OC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1OCCCCCCCCCCC,14.7
224,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC(OC)=C5)C4=C(C#N)C#N)=C3)C3=CC=C4C(=C32)C=CC2=C4C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=CC(O)=C4)C2=C(C#N)C#N)=C3)C=C1,8.12
225,CCCCC(CC)CC1=CC=C(C(C2=CC=C(CC(CC)CCCC)S2)=C2C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(=C(C2=CC=C(CC(CC)CCCC)S2)C2=CC=C(CC(CC)CCCC)S2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)S1,0.62
226,CCCCCCCCC(CCCCCC)CC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC(CCCCCC)CCCCCCCC,17.39
227,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=CC(F)=CC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(CC(CC)CCCC)S3)=C3C(=C2C2=CC=C(CC(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2\C(=O)C4=CC(F)=CC=C4C2=C(C#N)C#N)=C3)C=C1,11.3
228,O=C(C(C=C1C(C=CC=C1)=C2)=C2C/3=C(C#N)/C#N)C3=C/C(S4)=CC5=C4C6=CC7=C(C=C6C5(CCCCCCCC)CCCCCCCC)C8=CC9=C(C(SC(/C=C%10C(C(C=C(C=CC=C%11)C%11=C%12)=C%12C\%10=C(C#N)\C#N)=O)=C%13)=C%13C9(CCCCCCCC)CCCCCCCC)C=C8C7(CCCCCCCC)CCCCCCCC,11.2
229,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C(/C=C5/S/C(=C(/C#N)C(=O)OC)N(CC)C5=O)C5=NSN=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC=C(/C=C4/S/C(=C(/C#N)C(=O)OCC)N(CC)C4=O)C4=NSN=C34)=C2)C=C1,4.19
230,CCCCCCCCCCCOCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1C,16.1
231,CCCCCCC(CCCC)CC1(CC(CCCC)CCCCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C5C=C(F)C(F)=CC5=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C8C=C(F)C(F)=CC8=C7)C6=C(C#N)C#N)S4)C5(CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)S1)C1=C3C=C(C(=O)C(CCCC)CCCCCC)S1)S2,11.6
232,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC=C5C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C5SC(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)=C2)S3)C(C2=CC=C(CCCCCCCC)C=C2)(C2=CC=C(CCCCCCCC)C=C2)C2=C4SC(C3=CC=C4C(=C3)C(CCCCCCCC)(CCCCCCCC)C3=C4SC(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)=C3)=C2)C=C1,6.73
233,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(C=C2)C2=C(C=C1)C1=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S1)C2(CCCCCC)CCCCCC,7.3
234,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=C6C7=C8C9=C%10C(C%11=CC=C%10C7=CC=C6C4(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C(C(SC(/C=C%14C(C(C=C(F)C(F)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%16)=C%16C%11(C%17=CC=C(CCCCCC)C=C%17)C%18=CC=C(CCCCCC)C=C%18)C=C9N(CC(CCCCCC)CCCCCCCC)C8=C5,10.21
235,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCCC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CCCC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,14.31
236,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC(F)=C(F)C=C5C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C=C(C4=CC5=C(S4)C4=CC6=C(C=C4C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=C(C=C(/C=C5\C(=O)C7=C(C=C(F)C(F)=C7)C5=C(C#N)C#N)S4)C6(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C(F)=C3)=C2)C=C1,6.37
237,CCCCCCCCCCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(OCC(CC)CCCC)C3=C(C(OCC(CC)CCCC)=C1S2)C1=C(S3)C2=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)N1CCCCCCCCCCCCCCCC,5.67
238,CC(C)(C)C1=CC(C(C)(C)C)=C(B(C2=CC=C(C3=CC=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)S2)C2=CC=C(C3=CC=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S3)S2)C(C(C)(C)C)=C1,3.12
239,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,10.7
240,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=C(CCCCCCCCCCC)C(S4)=C(S3)C5=C4C6=C(N5CC(CC)CCCC)C7=C(C(SC8=C9SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8CCCCCCCCCCC)=C9N7CC(CC)CCCC)C%12=NSN=C6%12,14.1
241,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(C3=CC=C(CCCCCC)C=C3)=C(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(C2=CC=C(CCCCCC)C=C2)=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)S1,12.76
