index,SMILES,PCE
306,O=C1C2=C(C=CC=C2)/C(C1CC3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(C7=C4C(S8)=C(S7)C9=C8C(SC(CC%10/C(C(C=CC=C%11)=C%11C%10=O)=C(C#N)\C#N)=C%12)=C%12C9(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S3)=C(C#N)/C#N,10.6
307,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC(F)=CC=C4C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=C2C(=C1)C1=C(C=C(/C=C3\C(=O)C4=CC(F)=CC=C4C3=C(C#N)C#N)S1)C2(CCCCCCCC)CCCCCCCC,10.85
308,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(C)S4)C2=C(C#N)C#N)=C3)C=C1,11.5
309,CCCCCCCCC(CCCCCCCC)N1C2=CC(C3=CC=C(/C=C4\C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)=CC=C2C2=CC=C(C3=CC=C(/C=C4\C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)C=C21,9.85
310,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=CC=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)[Se]%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)[Se]3,11.19
311,CCCCCCC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(CCCCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,6.87
312,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C32C3=CC=C(CCCCCC)C=C3C3=C2C=CC(CCCCCC)=C3)C=C1,8.91
313,CCCCCCC1=CC=C(OC2=C(C3=C(C4=CC=C(CCCCCC)C=C4)C=C4C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)OC3=C4SC(/C=C4/C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)SC(/C=C3/C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,5.68
314,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(I)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC(I)=CC=C4C2=C(C#N)C#N)=C3)C=C1,8.9
315,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C2=C(C#N)C#N)=C3)C=C1,7.16
316,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(F)C=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,14.9
317,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=CC(F)=C(F)C=C5C2=C(C#N)C#N)S3)N(N2C3=C(C=C5C(=C3)C3=C(C=C(/C=C6/C(=O)C7=CC(F)=C(F)C=C7C6=C(C#N)C#N)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C2C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2/C(=O)C5=CC(F)=C(F)C=C5C2=C(C#N)C#N)=C3)C2=C4C=C3C(=C2)C2=C(C=C(/C=C4\C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,3.5
318,CCCCCCCCC1(CCCCCCCC)C2=CC(C3=C4N=C(C5=CC=CC=C5)C(C5=CC=CC=C5)=NC4=C(/C=C4/SC(=S)N(CC)C4=O)S3)=CC=C2C2=CC=C(C3=C4N=C(C5=CC=CC=C5)C(C5=CC=CC=C5)=NC4=C(/C=C4/SC(=S)N(CC)C4=O)S3)C=C21,5.81
319,CCCCCCC(C)N1C(=O)C2=CC3=C(C=C2C1=O)C1=CC=C(C2=C(CC(CC)CCCC)C=C(C4=C(F)C5=C(C6=NSN=C64)C(F)=C(C4=CC(CC(CC)CCCC)=C(C6=CC=C7C8=C(C=C9C(=O)N(C(C)CCCCCC)C(=O)C9=C8)C8=CC=CC6=C87)S4)C4=NSN=C45)S2)C2=C1C3=CC=C2,3.12
320,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(OCCCCCC)C=C5)C6=CC=C(OCCCCCC)C=C6)=C(S3)C7=C4C=C(C(C=C(C(C8=CC=C(OCCCCCC)C=C8)(C9=CC=C(OCCCCCC)C=C9)C%10=C%11SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)\C#N)=O)=C%10)C%11=C%14)=C%14C%15(CCCCCCCC)CCCCCCCC)C%15=C7,10.41
321,CCCCCCOC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=CC=CC=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(OCCCCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=CC=CC=C4C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,10.52
322,CCCCC(CC)CC1=CC=C(C2=C3C=C(C4=CC5=C(S4)C4=C(C=C(/C=C6\C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC3=C(C3=CC=C(CC(CC)CCCC)S3)C3=C2SC(C2=CC4=C(S2)C2=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S2)C4(CC(CC)CCCC)CC(CC)CCCC)=C3)S1,9.3
323,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)[Se]1)S2)C(CC(CC)CCCC)(CC(CC)CCCC)C1=C3SC(C2=CC=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)[Se]2)=C1,10.32
324,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=CSC=C3C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CC3=CC=C4C=C5C=CC(C)=CC5=CC4=C3)C=C2)C2=C1C=CC(C1=CC3=C(S1)C(CCCCCCCC)=C(/C=C1\C(=O)C4=CSC=C4C1=C(C#N)C#N)S3)=C2,7.68
325,CCCCC(CC)CN1C(=O)C2=CC=C(C#CC3=CC=C(C4=CC=C(C5=CC=C(C#CC6=CC7=C(C=C6)C(=O)N(CC(CC)CCCC)C7=O)S5)C5=NSN=C45)S3)C=C2C1=O,0.7
326,O=C1N(C(CCCCC)CCCCC)C(C2=C(C1C=C3[Se]4)C5=C3C(C4=CC6C(N(C(CCCCC)CCCCC)C7=O)=O)=C(C6=C7C=C8C9=CC%10C%11=C(C(N(C(CCCCC)CCCCC)C%10=O)=O)C=CC%12=C%13C(C%14=C%15C=C%13C%16=CC%17=C%18C%19=C%20C%21=C%22C(C=CC(C(N(C(CCCCC)CCCCC)C%23=O)=O)=C%22C%23C=C%21[Se]C%20=CC%18C(N(C(CCCCC)CCCCC)C%17=O)=O)=C%19%16)=C(C=CC%14C(N(C(CCCCC)CCCCC)C%15=O)=O)C9=C%12%11)C8=C5C=C2)=O,8.82
327,CCCCC(CC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,6.87
328,CC#CC1=C2N=C3C=C4CC5(CC4=CC3=NC2=C(C#CC)C2=NSN=C21)CC1=CC2=NC3=C(C#CC)C4=NSN=C4C(C#CC)=C3N=C2C=C1C5,1.39
329,O=C1N(C(C2=C3C1C=CC(C4=C5C6C7=CC8=C5C(C=C4)C(N(C8=O)C(CCCCCC)CCCCCC)=O)=C3C6C(C9=C7SC(C%10=C(C%11=CC%12=C(S%11)C%13=CC%14=C(C(C=C%15)C(N(C%14=O)C(CCCCCC)CCCCCC)=O)C(C%16%13)=C%15C%17=C%18C%16=C%12CC(C(N%19C(CCCCCC)CCCCCC)=O)=C%18C(C=C%17)C%19=O)C=C(C%20=CC%21=C(S%20)C%22=CC%23=C(C(C=C%24)C(N(C%23=O)C(CCCCCC)CCCCCC)=O)C(C%25%22)=C%24C%26=C%27C%25C%21=CC(C(N%28C(CCCCCC)CCCCCC)=O)=C%27C(C=C%26)C%28=O)C(C%29=CC%30=C(S%29)C%31=CC%32=C(C(C=C%33)C(N(C%32=O)C(CCCCCC)CCCCCC)=O)C(C%34%31)=C%33C%35=C%36C%34C%30=CC(C(N%37C(CCCCCC)CCCCCC)=O)=C%36C(C=C%35)C%37=O)=C%10)=C9)=C2)=O)C(CCCCCC)CCCCCC,10.6
330,CCCCC(CC)CN1C(=O)C2=CC(OCCOC)=C3C4=C5C6=C(C=C4)C(=O)N(CC(CC)CCCC)C(=O)C6=CC(C4=CC=C(C6=CC7=C8C(=CC=C9C%10=C%11C(=CC=C%12C(=O)N(CC(CC)CCCC)C(=O)C(=C%12%11)C=C%10OCCOC)C6C98)C(=O)N(CC(CC)CCCC)C7=O)S4)=C5C4=C3C2=C(C=C4)C1=O,4.03
331,CCCCCC(CCCCC)N1C(=O)C2=CC=C3C4=C5C6=C(C=C4)C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC4=C5C5=C(C=C(C1=O)C2=C35)C1=C4OC2=C1C1=C3C4=C2CC2C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC=C(C6=CC=C7C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C1)C7=C63)C4=C52,3.2
332,CCCCC(CC)COC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)SC2=C1SC(C1=CC3=C(S1)C1=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C2OCC(CC)CCCC,7.62
333,CCCCC(CC)COC1=CC=CC(C2(C3=CC=CC(OCC(CC)CCCC)=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CSC(SC)=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=CC(OCC(CC)CCCC)=C2)(C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(SC)SC=C4C2=C(C#N)C#N)=C3)=C1,7.55
334,CCCCC(CC)COC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)SC2=C1SC(C1=CC3=C(S1)C1=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C2OCC(CC)CCCC,4.55
335,CCCCCCOC1=CC=CC(OCCCCCC)=C1C1=C(C2=C(C3=C(OCCCCCC)C=CC=C3OCCCCCC)C=C(C3=CC=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)S2)SC(C2=CC=C(/C=C3\C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)S2)=C1,10.26
336,O=C1N(C(CCCCCC)CCCCCC)C(C2=C(C1C=C3[Se]4)C5=C3C(C4=CC6C(N(C(CCCCCC)CCCCCC)C7=O)=O)=C(C6=C7C=C8C9=CC=C(S9)C%10=C(C%11=CC=C(C%12=CC%13=C%14C%15=C%16C%17=C%18C(C=CC(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%18C%19C=C%17[Se]C%16=CC%14C(N(C(CCCCCC)CCCCCC)C%13=O)=O)=C%15%12)S%11)C(C=C(C%20=CC%21=C%22C%23=C%24C%25=C%26C(C=CC(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%26C%27C=C%25[Se]C%24=CC%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%23%20)S%28)=C%28C%29=C%10C=C(C%30=CC%31=C%32C%33=C%34C%35=C%36C(C=CC(C(N(C(CCCCCC)CCCCCC)C%37=O)=O)=C%36C%37C=C%35[Se]C%34=CC%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O)=C%33%30)S%29)C8=C5C=C2)=O,9.54
337,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,15.17
338,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC(C)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC4=C(C=C(CC(CC)CCCC)S4)S3)=C3C(=C2C2=CC4=C(C=C(CC(CC)CCCC)S4)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=CC(CCCCCC)=C3)C3=C2SC(/C=C2\C(=O)C4=C(C=CC(C)=C4)C2=C(C#N)C#N)=C3)C=C1,9.82
339,CCCCC(CC)CN1C(=O)C2=C(C3=CC=CS3)N(CC(CC)CCCC)C(=O)C2=C1C1=CC=C(C#CC2=CC3=C4N=C5C6=C(C=C(C#CC7=CC=C(C8=C9C(=O)N(CC(CC)CCCC)C(C%10=CC=CS%10)=C9C(=O)N8CC(CC)CCCC)S7)C=C6)/C6=N/C7=N/C(=N\C(=C3C=C2)N4B(OC2=CC=C(C(C)(C)C)C=C2)N56)C2=C7C=CC(C#CC3=CC=C(C4=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N4CC(CC)CCCC)S3)=C2)C1,3.17
340,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=C(OC)C(OC)=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=C(OC)C(OC)=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)=C3)C=C1,10.4
341,CCC1(CC)C2=C(C=CC=C2)C2=C1C=C(C1=CC3=C(C=C1)C1=C(C=C(C4=CC5=C(C=C4)C4=C(C=CC=C4)C5(CC)CC)C=C1)C3=C1C3=C(C=CC(C4=CC5=C(C=C4)C4=C(C=CC=C4)C5(CC)CC)=C3)C3=C1C=C(C1=CC4=C(C=C1)C1=C(C=CC=C1)C4(CC)CC)C=C3)C=C2,0.26
342,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)=CS2)[Se]3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4[Se]C(C3=C(OCC(CC)CCCC)C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,11.66
343,CCCCC(CC)COC1=C2C=C(/C=C3\SC(=C(C#N)C#N)N(CC)C3=O)SC2=C(OCC(CC)CCCC)C2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C(OCC(CC)CCCC)C3=C(SC(/C=C4\SC(=C(C#N)C#N)N(CC)C4=O)=C3)C(OCC(CC)CCCC)=C12,2.48
344,CCCCC(CC)COC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4/C(=O)C5=CC6=CC(F)=C(F)C=C6C=C5C4=C(C#N)C#N)S2)C3(CC(CC)CCC)CC(CC)CCCC)=C(OCC(CC)CCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3/C(=O)C4=C(C=C5C=C(F)C(F)=CC5=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CC)CC(CC)CCC,13.24
345,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3\SC(=S)N(CC)C3=O)C3=NSN=C23)=C1,10.43
346,O=C(C1=CSC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCC)CCCCCC)=C(C7=C6C=C(/C=C8C(C9=CSC=C9C\8=C(C#N)/C#N)=O)S7)C=C5C4(CCCCCC)CCCCCC)S3,12.2
347,C#CC(CCCC)CN1C(=O)C2=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)SC(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C7C=CC=CC7=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)=C2C1=O,9.8
348,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC(F)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C=C1F)S2,8.52
349,CCCCC(CC)COC1=CC=CC(/C(C2=CC=CC(OCC(CC)CCCC)=C2)=C2/C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)/C(=C(\C2=CC=CC(OCC(CC)CCCC)=C2)C2=CC(OCC(CC)CCCC)=CC=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)=C1,5.85
350,CCCCCCCCC1(CCCCCCCC)C2=C(C=CC(C3=CC=C(C=C(C#N)C#N)C4=NSN=C34)=C2)C2=C1C=C(C1=CC=C(C=C(C#N)C#N)C3=NSN=C13)C=C2,5.1
351,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,10.03
352,CCCCC(CC)CC1=C(C2=CC3=C(S2)C2=C(C=C(C4=C(CC(CC)CCCC)C=C(C=C5C(=O)C6=C(C=CC=C6)C5=O)S4)S2)C32C3=C(C=CC(C(C)(C)C)=C3)C3=C2C=C(C(C)(C)C)C=C3)SC(C=C2C(=O)C3=C(C=CC=C3)C2=O)=C1,6.17
353,CCCCCCOC1=CC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C(OCCCCCC)C=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,10.52
354,O=C(C(C=C(F)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(SC(C%12=C(OCC(CC)CCCC)C=C(/C=C%13C(C(C=C(F)C=C%14)=C%14C\%13=C(C#N)/C#N)=O)S%12)=C%15)=C%15S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5)S3,1.4
355,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(OCCCCCC)=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(OCCCCCC)=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)S1,6.62
356,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)=CS2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)=CS3)=C2)C=C1,10.26
357,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=CC(C4=CC=C(C5=CC=C(C=C(C#N)C#N)C6=NSN=C56)S4)=C3)C3=C2C=C(C2=CC=C(C=C(C#N)C#N)C4=NSN=C24)S3)C=C1,6.57
358,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(C3=CC=C(C4=CC=C(C5=C6C(=O)N(CCCCCCCC)C(=O)C6=C(C6=CC=C(C7=CC8=C(S7)C(OCC(CC)CCCC)=C7C=C(C9=CC=C(C%10=C%11C(=O)N(CCCCCCCC)C(=O)C%11=C(C%11=CC=C(C%12=CC=C(C%13=C%14C(=O)N(CC(CCCCCC)CCCCCCCC)C(C%15=CC=C(C%16=CC=CC=C%16)S%15)=C%14C(=O)N%13CC(CCCCCC)CCCCCCCC)S%12)S%11)S%10)S9)SC7=C8OCC(CC)CCCC)S6)S5)S4)S3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1C1=CC=C(C2=CC=CC=C2)S1,2.41
359,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(Cl)C(Cl)=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,13.45
360,CCN(C/1=O)C(SC1=C\C2=CC=C(C3=CC4=C(C=C3)C(C=CC(C5=CC=C(/C=C6SC(N(CC)C/6=O)=S)C7=NSN=C57)=C8)=C8C4(CCCCCCCC)CCCCCCCC)C9=NSN=C29)=S,4.11
361,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6\C(=O)C7=C(C=CC=C7)C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)S3)C=C1,9.41
362,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(S7)C9=C(C%10=CC(C%11(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C(C%14=C%11C(SC%15=C%16C(C%17=CC=C(CCCCCC)C=C%17)(C%18=CC=C(CCCCCC)C=C%18)C%19=C%15SC(/C=C%20C(C(C=C(F)C(F)=C%21)=C%21C\%20=C(C#N)/C#N)=O)=C%19)=C%16S%14)C=C%10C9(C%22=CC=C(CCCCCC)C=C%22)C%23=CC=C(CCCCCC)C=C%23)S8,11.2
363,CCCCC(CC)CCC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=C(OCC(CC)CCCC)C(OCC(CC)CCCC)=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C31)S2,9.65
364,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5/C(=O)C6=C(C=CC(F)=C6)S5(=O)=O)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC(F)=C4)S2(=O)=O)=C3)C=C1,3.73
